product_id,product_name,Category,weather_condition,seasonality,transaction_date,expiration_date,initial_quantity,quality_grade,days_until_expiry,cost_price,base_price,discount_pct,selling_price,units_sold,units_wasted,daily_demand
PRO_BER_688,Berries,Fruits,Sunny,Winter,2023-08-13,2023-08-23,61,B,9,3.6,5.94,0,5.94,42,19,6
PRO_BAN_740,Bananas,Fruits,Sunny,Winter,2023-10-15,2023-10-25,389,A,10,1.39,2.01,0,2.01,389,0,68
PRO_LET_292,Lettuce,Vegetables,Sunny,Winter,2023-08-16,2023-08-20,42,B,1,3.53,6.98,0.32,4.75,16,26,10
PRO_GRA_762,Grapes,Fruits,Sunny,Winter,2024-01-15,2024-01-20,160,B,3,2.59,4.97,0,4.97,115,45,31
PRO_AVO_204,Avocados,Fruits,Sunny,Winter,2023-03-10,2023-03-15,153,A,5,1.73,2.96,0,2.96,142,11,40
PRO_GRA_440,Grapes,Fruits,Sunny,Winter,2024-07-05,2024-07-08,326,A,1,1.35,2.04,0.15,1.73,254,72,211
PRO_TOM_843,Tomatoes,Fruits,Cloudy,Winter,2024-09-02,2024-09-18,10,B,14,1.56,2.24,0,2.24,10,0,1
PRO_GRA_355,Grapes,Fruits,Cloudy,Winter,2023-10-05,2023-10-14,156,B,8,3.92,6.3,0,6.3,156,0,27
PRO_GRA_927,Grapes,Fruits,Sunny,Winter,2023-09-01,2023-09-17,122,B,13,3.44,6.9,0,6.9,74,48,5
PRO_BAN_592,Bananas,Fruits,Sunny,Winter,2024-04-05,2024-04-15,237,B,9,1.41,2.55,0,2.55,179,58,27
PRO_BER_772,Berries,Fruits,Sunny,Winter,2023-12-10,2023-12-26,297,C,13,1.14,2.07,0.17,1.72,207,90,24
PRO_APP_884,Apples,Fruits,Sunny,Winter,2023-04-14,2023-04-20,446,B,6,3.95,7.36,0,7.36,312,134,111
PRO_LET_784,Lettuce,Vegetables,Cloudy,Winter,2023-09-23,2023-09-29,497,A,3,4.3,7.17,0,7.17,352,145,148
PRO_TOM_683,Tomatoes,Fruits,Cloudy,Winter,2023-08-21,2023-08-27,239,B,5,2,4.52,0,4.52,138,101,39
PRO_APP_300,Apples,Fruits,Cloudy,Winter,2024-10-22,2024-11-09,412,B,16,4.1,7.57,0,7.57,412,0,27
PRO_BER_431,Berries,Fruits,Sunny,Winter,2024-03-30,2024-04-11,54,C,10,3.39,5.28,0.19,4.28,44,10,3
PRO_BAN_937,Bananas,Fruits,Snowy,Winter,2024-01-15,2024-02-02,313,C,17,4.81,7.46,0.16,6.27,313,0,22
PRO_AVO_709,Avocados,Fruits,Cloudy,Winter,2024-09-08,2024-09-11,345,C,3,3.36,5.96,0.16,5.01,345,0,196
PRO_BAN_607,Bananas,Fruits,Cloudy,Winter,2023-12-08,2023-12-25,55,B,17,2.66,6.32,0,6.32,38,17,2
PRO_BAN_318,Bananas,Fruits,Snowy,Winter,2023-02-25,2023-02-28,387,B,3,3.3,6.33,0,6.33,350,37,158
PRO_BAN_324,Bananas,Fruits,Snowy,Winter,2024-03-08,2024-03-15,319,C,4,3.15,5.66,0.24,4.3,182,137,39
PRO_GRA_537,Grapes,Fruits,Snowy,Winter,2023-09-22,2023-10-06,288,A,12,1.35,2.97,0,2.97,288,0,21
PRO_LET_356,Lettuce,Vegetables,Snowy,Winter,2024-04-05,2024-04-12,425,B,6,4.56,7.36,0,7.36,425,0,73
PRO_GRA_688,Grapes,Fruits,Snowy,Winter,2023-11-11,2023-11-17,122,C,3,2.99,5.65,0.29,4.01,120,2,20
PRO_GRA_473,Grapes,Fruits,Snowy,Winter,2024-09-08,2024-09-27,83,B,19,3.29,7.91,0,7.91,58,25,7
PRO_GRA_595,Grapes,Fruits,Cloudy,Winter,2023-08-19,2023-08-26,339,B,4,1.97,4.03,0,4.03,237,102,120
PRO_GRA_566,Grapes,Fruits,Cloudy,Winter,2023-04-25,2023-05-05,172,B,10,2.69,6.02,0,6.02,172,0,17
PRO_BER_193,Berries,Fruits,Cloudy,Winter,2023-08-26,2023-09-05,360,B,8,1.55,2.58,0,2.58,360,0,53
PRO_AVO_199,Avocados,Fruits,Cloudy,Winter,2023-07-21,2023-07-29,349,B,6,1.2,2.11,0,2.11,237,112,49
PRO_BAN_419,Bananas,Fruits,Sunny,Winter,2023-11-15,2023-11-26,205,A,10,3.94,6.64,0,6.64,205,0,23
PRO_GRA_302,Grapes,Fruits,Snowy,Winter,2024-09-22,2024-09-27,167,B,3,1.38,2.39,0,2.39,158,9,43
PRO_BER_364,Berries,Fruits,Snowy,Winter,2024-01-28,2024-02-07,387,B,7,3.1,4.68,0,4.68,270,117,64
PRO_APP_805,Apples,Fruits,Cloudy,Winter,2023-10-14,2023-10-21,161,A,4,5.31,7.98,0.22,6.22,161,0,37
PRO_LET_536,Lettuce,Vegetables,Sunny,Winter,2024-01-07,2024-01-24,205,B,15,2.21,4.69,0,4.69,205,0,18
PRO_LET_209,Lettuce,Vegetables,Sunny,Winter,2024-01-06,2024-01-21,330,B,15,2.86,5.01,0,5.01,230,100,35
PRO_TOM_831,Tomatoes,Fruits,Snowy,Winter,2023-08-28,2023-09-10,80,A,13,1.12,2.25,0,2.25,80,0,10
PRO_LET_714,Lettuce,Vegetables,Snowy,Winter,2023-11-06,2023-11-14,363,B,8,3.39,5.59,0,5.59,230,133,29
PRO_AVO_837,Avocados,Fruits,Cloudy,Winter,2023-08-24,2023-09-01,72,B,5,1.22,2.13,0,2.13,55,17,15
PRO_AVO_176,Avocados,Fruits,Sunny,Winter,2024-03-27,2024-04-02,362,B,5,1.2,2.93,0,2.93,362,0,83
PRO_LET_411,Lettuce,Vegetables,Sunny,Winter,2024-06-10,2024-06-29,120,A,19,1.62,2.69,0,2.69,120,0,9
PRO_APP_496,Apples,Fruits,Sunny,Winter,2023-04-24,2023-05-01,117,A,7,1.54,3.72,0,3.72,117,0,15
PRO_BAN_999,Bananas,Fruits,Cloudy,Winter,2024-04-04,2024-04-18,333,A,14,2.46,4.67,0,4.67,297,36,24
PRO_BAN_509,Bananas,Fruits,Cloudy,Winter,2024-12-16,2024-12-22,314,C,4,3.04,7.14,0.25,5.36,301,13,46
PRO_GRA_322,Grapes,Fruits,Sunny,Winter,2023-06-07,2023-06-11,417,A,2,0.57,1.28,0.16,1.08,323,94,139
PRO_LET_569,Lettuce,Vegetables,Snowy,Winter,2024-03-24,2024-03-26,347,A,1,3.41,5.41,0.15,4.6,332,15,197
PRO_TOM_871,Tomatoes,Fruits,Snowy,Winter,2023-03-16,2023-03-20,303,C,3,1.87,3.56,0.15,3.03,206,97,74
PRO_BAN_534,Bananas,Fruits,Snowy,Winter,2023-07-22,2023-07-26,340,B,1,0.68,1.58,0.31,1.09,177,163,117
PRO_BAN_908,Bananas,Fruits,Snowy,Winter,2024-01-11,2024-01-21,98,B,8,2.58,5.01,0,5.01,88,10,11
PRO_APP_298,Apples,Fruits,Snowy,Winter,2023-10-01,2023-10-03,310,C,0,3.04,7.47,0.53,3.51,217,93,194
PRO_BAN_283,Bananas,Fruits,Snowy,Winter,2023-11-08,2023-11-12,333,C,3,1.93,2.86,0.24,2.17,233,100,77
PRO_LET_881,Lettuce,Vegetables,Snowy,Winter,2024-07-28,2024-08-06,207,B,9,4.12,6.08,0,6.08,144,63,34
PRO_BER_548,Berries,Fruits,Snowy,Winter,2023-04-22,2023-04-27,332,B,2,2.17,4.7,0.14,4.04,280,52,95
PRO_TOM_884,Tomatoes,Fruits,Sunny,Winter,2023-11-15,2023-11-22,39,A,4,1.12,2,0,2,39,0,11
PRO_AVO_677,Avocados,Fruits,Cloudy,Winter,2023-09-13,2023-09-29,225,A,15,1.47,2.13,0,2.13,157,68,15
PRO_TOM_659,Tomatoes,Fruits,Cloudy,Winter,2024-07-27,2024-08-01,348,A,3,1.33,2.85,0,2.85,348,0,151
PRO_BAN_275,Bananas,Fruits,Cloudy,Winter,2024-01-12,2024-01-25,203,B,13,2.72,5.11,0,5.11,110,93,10
PRO_TOM_609,Tomatoes,Fruits,Sunny,Winter,2023-03-07,2023-03-23,439,A,14,3.84,5.65,0,5.65,439,0,33
PRO_TOM_451,Tomatoes,Fruits,Sunny,Winter,2023-11-16,2023-12-07,135,B,20,1.16,2.04,0,2.04,73,62,5
PRO_BAN_902,Bananas,Fruits,Cloudy,Winter,2024-03-30,2024-04-03,490,B,3,0.88,2.01,0,2.01,473,17,123
PRO_AVO_694,Avocados,Fruits,Cloudy,Winter,2024-01-09,2024-01-21,394,B,12,0.51,1.02,0,1.02,266,128,25
PRO_LET_872,Lettuce,Vegetables,Cloudy,Winter,2023-03-04,2023-03-10,99,C,3,2.24,4.15,0.17,3.44,51,48,16
PRO_BER_526,Berries,Fruits,Cloudy,Winter,2024-03-27,2024-03-29,274,A,0,4.41,7.1,0.54,3.27,197,77,99
PRO_APP_404,Apples,Fruits,Sunny,Winter,2023-07-08,2023-07-22,389,A,13,2.48,4.85,0,4.85,389,0,48
PRO_AVO_958,Avocados,Fruits,Sunny,Winter,2023-01-14,2023-01-30,208,A,13,1.71,3.39,0,3.39,190,18,13
PRO_BER_303,Berries,Fruits,Snowy,Winter,2024-01-21,2024-02-02,311,A,11,0.96,1.43,0,1.43,311,0,32
PRO_LET_212,Lettuce,Vegetables,Sunny,Winter,2024-11-27,2024-12-09,202,B,9,2.33,4.8,0,4.8,106,96,14
PRO_AVO_201,Avocados,Fruits,Cloudy,Winter,2024-07-12,2024-07-18,421,A,4,0.85,1.53,0,1.53,373,48,109
PRO_APP_317,Apples,Fruits,Cloudy,Winter,2023-09-29,2023-10-15,230,B,14,3.09,7.11,0,7.11,73,157,7
PRO_APP_581,Apples,Fruits,Cloudy,Winter,2023-02-02,2023-02-16,224,C,12,2.86,4.34,0.18,3.56,198,26,10
PRO_GRA_117,Grapes,Fruits,Cloudy,Winter,2023-08-21,2023-09-08,375,B,16,3.68,7.1,0,7.1,375,0,25
PRO_APP_641,Apples,Fruits,Sunny,Winter,2023-07-19,2023-07-22,474,A,3,3.83,6.18,0,6.18,474,0,230
PRO_BER_582,Berries,Fruits,Cloudy,Winter,2024-06-21,2024-06-24,102,C,3,0.86,1.26,0.24,0.96,102,0,70
PRO_GRA_199,Grapes,Fruits,Cloudy,Winter,2024-09-07,2024-09-14,75,C,5,1.43,3.32,0.21,2.62,64,11,11
PRO_AVO_180,Avocados,Fruits,Snowy,Winter,2024-08-24,2024-09-02,179,B,8,2.75,4.79,0,4.79,125,54,32
PRO_BAN_534,Bananas,Fruits,Cloudy,Winter,2023-04-18,2023-04-27,486,B,8,3.93,6.71,0,6.71,340,146,61
PRO_BER_453,Berries,Fruits,Cloudy,Winter,2024-10-05,2024-10-19,216,B,14,3.41,5.84,0,5.84,140,76,14
PRO_TOM_950,Tomatoes,Fruits,Cloudy,Winter,2023-12-30,2024-01-04,268,A,2,2.09,3.3,0.17,2.74,268,0,78
PRO_LET_339,Lettuce,Vegetables,Cloudy,Winter,2023-09-16,2023-09-23,259,B,4,2.29,4.12,0,4.12,181,78,68
PRO_GRA_100,Grapes,Fruits,Cloudy,Winter,2024-05-07,2024-05-27,399,B,18,1.56,3.4,0,3.4,399,0,39
PRO_GRA_283,Grapes,Fruits,Snowy,Winter,2024-07-13,2024-07-23,192,B,9,2.07,4.91,0,4.91,192,0,40
PRO_APP_233,Apples,Fruits,Snowy,Winter,2024-07-27,2024-08-06,161,A,8,2.69,6.41,0,6.41,161,0,31
PRO_BAN_328,Bananas,Fruits,Cloudy,Winter,2023-06-02,2023-06-16,213,B,11,3.74,6.76,0,6.76,213,0,18
PRO_TOM_468,Tomatoes,Fruits,Snowy,Winter,2024-08-15,2024-08-21,324,A,4,0.86,1.26,0,1.26,275,49,78
PRO_BAN_120,Bananas,Fruits,Snowy,Winter,2023-09-12,2023-09-19,226,A,5,0.7,1.55,0,1.55,152,74,28
PRO_APP_984,Apples,Fruits,Snowy,Winter,2024-07-10,2024-07-21,214,B,11,0.69,1.18,0,1.18,149,65,27
PRO_TOM_999,Tomatoes,Fruits,Sunny,Winter,2023-11-19,2023-12-03,425,C,14,1.84,2.77,0.19,2.24,425,0,27
PRO_BER_198,Berries,Fruits,Cloudy,Winter,2023-08-16,2023-08-28,385,B,11,2.24,4.6,0,4.6,369,16,40
PRO_APP_364,Apples,Fruits,Cloudy,Winter,2023-03-13,2023-03-20,194,C,7,3.93,5.63,0.21,4.45,194,0,27
PRO_AVO_986,Avocados,Fruits,Sunny,Winter,2023-08-26,2023-09-07,89,A,9,1.22,1.82,0,1.82,35,54,4
PRO_TOM_189,Tomatoes,Fruits,Cloudy,Winter,2024-09-23,2024-10-06,481,B,10,2.85,6.59,0,6.59,481,0,52
PRO_BAN_719,Bananas,Fruits,Snowy,Winter,2023-07-04,2023-07-19,494,B,14,2.86,4.35,0,4.35,345,149,45
PRO_TOM_490,Tomatoes,Fruits,Snowy,Winter,2023-05-31,2023-06-18,454,C,15,2.56,5.43,0.17,4.51,454,0,34
PRO_BER_907,Berries,Fruits,Cloudy,Winter,2023-08-29,2023-09-06,20,B,6,2.78,6.26,0,6.26,0,20,0
PRO_BAN_523,Bananas,Fruits,Cloudy,Winter,2023-04-07,2023-04-19,451,B,9,3.31,7.36,0,7.36,315,136,30
PRO_TOM_810,Tomatoes,Fruits,Cloudy,Winter,2023-02-12,2023-03-03,210,B,18,1.83,2.63,0,2.63,210,0,16
PRO_LET_410,Lettuce,Vegetables,Cloudy,Winter,2024-09-20,2024-10-08,277,A,18,0.62,1.45,0,1.45,193,84,22
PRO_GRA_348,Grapes,Fruits,Sunny,Winter,2024-11-04,2024-11-23,99,A,18,3.69,6.86,0,6.86,99,0,5
PRO_BER_997,Berries,Fruits,Sunny,Winter,2023-01-20,2023-01-25,342,B,4,1.15,2.54,0,2.54,342,0,84
PRO_TOM_644,Tomatoes,Fruits,Snowy,Winter,2024-09-29,2024-10-01,184,C,0,3.33,6.97,0.75,1.74,128,56,89
PRO_GRA_303,Grapes,Fruits,Snowy,Winter,2023-02-12,2023-02-19,227,B,6,1.05,1.95,0,1.95,217,10,45
PRO_LET_179,Lettuce,Vegetables,Snowy,Winter,2023-09-28,2023-10-09,187,B,8,3.55,7.9,0,7.9,130,57,22
PRO_LET_367,Lettuce,Vegetables,Cloudy,Winter,2023-01-21,2023-02-05,249,C,13,3.48,5.17,0.15,4.39,249,0,22
PRO_GRA_668,Grapes,Fruits,Snowy,Winter,2023-09-13,2023-09-29,221,A,14,3,5.08,0,5.08,221,0,20
PRO_BAN_208,Bananas,Fruits,Snowy,Winter,2023-03-28,2023-04-05,459,C,7,3.52,6.14,0.15,5.22,459,0,45
PRO_AVO_865,Avocados,Fruits,Cloudy,Winter,2023-04-21,2023-05-09,186,B,16,1.66,3.59,0,3.59,164,22,11
PRO_TOM_945,Tomatoes,Fruits,Sunny,Winter,2023-01-21,2023-01-26,367,A,2,3.05,5.19,0.15,4.41,360,7,117
PRO_GRA_782,Grapes,Fruits,Sunny,Winter,2023-07-21,2023-07-29,47,C,7,2.61,5.31,0.21,4.19,32,15,7
PRO_BER_165,Berries,Fruits,Snowy,Winter,2023-08-07,2023-08-11,431,C,2,1.9,4.44,0.31,3.06,342,89,128
PRO_TOM_140,Tomatoes,Fruits,Sunny,Winter,2023-11-25,2023-12-10,445,B,15,3.92,5.94,0,5.94,445,0,44
PRO_APP_209,Apples,Fruits,Snowy,Winter,2024-09-20,2024-10-01,174,C,11,0.72,1.35,0.23,1.04,174,0,21
PRO_AVO_101,Avocados,Fruits,Snowy,Winter,2023-06-11,2023-06-24,312,A,12,1.1,1.87,0,1.87,312,0,46
PRO_AVO_496,Avocados,Fruits,Cloudy,Winter,2024-05-08,2024-05-15,244,B,6,3.18,4.57,0,4.57,170,74,58
PRO_GRA_958,Grapes,Fruits,Cloudy,Winter,2023-04-09,2023-04-14,278,B,2,0.92,1.7,0.13,1.48,120,158,57
PRO_BAN_287,Bananas,Fruits,Sunny,Winter,2024-05-29,2024-06-07,184,A,8,2.07,3.98,0,3.98,184,0,26
PRO_TOM_833,Tomatoes,Fruits,Sunny,Winter,2023-04-22,2023-05-05,277,B,10,1.74,3.5,0,3.5,277,0,37
PRO_BAN_159,Bananas,Fruits,Sunny,Winter,2024-10-02,2024-10-15,148,A,10,0.71,1.17,0,1.17,79,69,8
PRO_AVO_767,Avocados,Fruits,Sunny,Winter,2023-03-11,2023-03-19,336,C,5,2.47,3.8,0.19,3.08,334,2,66
PRO_AVO_119,Avocados,Fruits,Cloudy,Winter,2023-12-11,2023-12-22,461,A,9,1.68,3.68,0,3.68,382,79,52
PRO_APP_247,Apples,Fruits,Cloudy,Winter,2024-12-14,2024-12-26,203,B,12,0.76,1.85,0,1.85,142,61,34
PRO_AVO_590,Avocados,Fruits,Snowy,Winter,2023-07-09,2023-07-15,443,A,6,1.64,3.26,0,3.26,310,133,104
PRO_APP_861,Apples,Fruits,Snowy,Winter,2024-05-14,2024-05-27,128,C,13,2.35,3.65,0.22,2.85,128,0,9
PRO_LET_517,Lettuce,Vegetables,Sunny,Winter,2023-06-12,2023-06-23,126,C,8,0.47,1.1,0.19,0.89,126,0,13
PRO_GRA_192,Grapes,Fruits,Sunny,Winter,2023-01-20,2023-01-22,348,B,0,2.44,4.08,0.52,1.96,243,105,147
PRO_BAN_553,Bananas,Fruits,Cloudy,Winter,2023-06-14,2023-06-30,91,B,16,1.8,3.43,0,3.43,91,0,8
PRO_GRA_644,Grapes,Fruits,Sunny,Winter,2024-07-13,2024-07-18,59,C,2,3.23,6.75,0.24,5.13,50,9,21
PRO_AVO_785,Avocados,Fruits,Cloudy,Winter,2024-11-13,2024-11-21,256,C,8,1.92,2.81,0.25,2.11,256,0,38
PRO_AVO_375,Avocados,Fruits,Cloudy,Winter,2024-11-08,2024-11-14,258,A,4,4.62,7.61,0,7.61,142,116,40
PRO_TOM_131,Tomatoes,Fruits,Cloudy,Winter,2023-05-30,2023-06-15,282,B,15,1.93,3.46,0,3.46,282,0,21
PRO_APP_297,Apples,Fruits,Cloudy,Winter,2023-05-26,2023-05-30,45,C,1,3.52,6.69,0.43,3.81,19,26,14
PRO_GRA_862,Grapes,Fruits,Snowy,Winter,2024-06-03,2024-06-14,441,B,8,2.87,6.16,0,6.16,420,21,69
PRO_BAN_706,Bananas,Fruits,Sunny,Winter,2024-02-05,2024-02-16,122,B,8,3.37,6.71,0,6.71,66,56,11
PRO_AVO_821,Avocados,Fruits,Sunny,Winter,2023-01-25,2023-01-29,201,B,1,0.99,2.4,0.26,1.78,55,146,34
PRO_APP_792,Apples,Fruits,Sunny,Winter,2023-11-08,2023-11-20,170,A,10,2.23,4.03,0,4.03,143,27,12
PRO_GRA_251,Grapes,Fruits,Sunny,Winter,2023-10-15,2023-10-19,88,C,2,1.83,3.29,0.2,2.63,88,0,37
PRO_GRA_692,Grapes,Fruits,Sunny,Winter,2023-12-13,2023-12-21,449,A,7,2.69,4.4,0,4.4,365,84,41
PRO_BAN_157,Bananas,Fruits,Cloudy,Winter,2024-03-21,2024-03-28,262,B,4,1.44,2.93,0,2.93,262,0,58
PRO_BAN_320,Bananas,Fruits,Cloudy,Winter,2024-07-28,2024-08-01,54,B,4,1.93,3.19,0,3.19,54,0,21
PRO_BAN_266,Bananas,Fruits,Cloudy,Winter,2024-07-19,2024-07-28,383,A,7,3.65,7.27,0,7.27,383,0,66
PRO_LET_392,Lettuce,Vegetables,Cloudy,Winter,2023-12-03,2023-12-24,290,B,19,3.93,6.04,0,6.04,290,0,23
PRO_LET_882,Lettuce,Vegetables,Snowy,Winter,2024-02-14,2024-02-22,11,B,7,2.78,5.08,0,5.08,11,0,4
PRO_APP_236,Apples,Fruits,Snowy,Winter,2024-09-17,2024-09-21,375,B,4,0.74,1.2,0,1.2,342,33,75
PRO_GRA_682,Grapes,Fruits,Snowy,Winter,2024-06-10,2024-06-13,143,A,0,1.14,2.12,0.59,0.87,143,0,92
PRO_BAN_911,Bananas,Fruits,Snowy,Winter,2023-02-09,2023-02-13,454,B,1,3.67,7.16,0.35,4.65,131,323,102
PRO_APP_591,Apples,Fruits,Snowy,Winter,2023-02-09,2023-02-23,33,B,12,4.89,7.96,0,7.96,0,33,0
PRO_BAN_197,Bananas,Fruits,Snowy,Winter,2023-11-20,2023-12-01,330,B,9,1.4,2.9,0,2.9,267,63,27
PRO_AVO_835,Avocados,Fruits,Snowy,Winter,2023-05-31,2023-06-09,96,A,8,1.55,3.03,0,3.03,96,0,16
PRO_GRA_252,Grapes,Fruits,Sunny,Winter,2024-05-26,2024-06-12,374,B,17,2.21,4.06,0,4.06,374,0,49
PRO_AVO_366,Avocados,Fruits,Sunny,Winter,2024-09-22,2024-10-13,296,A,21,1.26,3.03,0,3.03,296,0,20
PRO_LET_231,Lettuce,Vegetables,Sunny,Winter,2024-11-10,2024-11-29,123,B,16,1.11,2.54,0,2.54,88,35,6
PRO_APP_317,Apples,Fruits,Sunny,Winter,2024-04-15,2024-04-19,19,B,2,1.56,3.27,0.22,2.55,2,17,1
PRO_AVO_851,Avocados,Fruits,Snowy,Winter,2023-04-30,2023-05-21,349,A,21,4.19,7.6,0,7.6,244,105,26
PRO_TOM_611,Tomatoes,Fruits,Sunny,Winter,2024-05-10,2024-05-25,153,B,14,3.28,5.48,0,5.48,153,0,19
PRO_APP_870,Apples,Fruits,Sunny,Winter,2023-04-07,2023-04-10,469,B,1,2.47,4.27,0.18,3.5,244,225,175
PRO_BAN_437,Bananas,Fruits,Sunny,Winter,2024-07-12,2024-07-27,122,C,13,0.98,1.54,0.25,1.16,122,0,12
PRO_APP_337,Apples,Fruits,Snowy,Winter,2023-03-17,2023-03-25,309,B,8,1.07,2.2,0,2.2,309,0,43
PRO_AVO_298,Avocados,Fruits,Cloudy,Winter,2023-02-14,2023-02-28,83,B,13,5.01,7.29,0,7.29,56,27,5
PRO_BER_953,Berries,Fruits,Snowy,Winter,2023-11-19,2023-11-23,127,C,4,3.29,5.81,0.22,4.53,88,39,47
PRO_TOM_797,Tomatoes,Fruits,Snowy,Winter,2023-03-02,2023-03-10,294,A,5,1.57,3.12,0,3.12,149,145,40
PRO_GRA_916,Grapes,Fruits,Snowy,Winter,2023-10-03,2023-10-10,96,B,7,2.98,5.6,0,5.6,59,37,8
PRO_APP_258,Apples,Fruits,Cloudy,Winter,2023-08-20,2023-08-28,324,A,8,1.72,3.13,0,3.13,324,0,76
PRO_BAN_381,Bananas,Fruits,Cloudy,Winter,2023-04-16,2023-05-07,450,B,19,1.98,4.63,0,4.63,450,0,33
PRO_BER_781,Berries,Fruits,Snowy,Winter,2023-11-09,2023-11-25,269,A,13,0.91,1.49,0,1.49,133,136,10
PRO_BER_294,Berries,Fruits,Snowy,Winter,2023-01-08,2023-01-15,285,C,6,3.62,6.68,0.25,5.01,285,0,50
PRO_GRA_769,Grapes,Fruits,Sunny,Winter,2023-07-22,2023-08-08,137,B,14,0.98,1.93,0,1.93,137,0,14
PRO_TOM_184,Tomatoes,Fruits,Sunny,Winter,2024-07-05,2024-07-17,58,C,10,1.91,2.85,0.2,2.28,16,42,1
PRO_AVO_115,Avocados,Fruits,Cloudy,Winter,2024-01-20,2024-01-25,238,B,3,2.4,4.13,0,4.13,232,6,74
PRO_APP_435,Apples,Fruits,Sunny,Winter,2024-06-03,2024-06-08,239,B,5,2.91,5.56,0,5.56,239,0,79
PRO_LET_925,Lettuce,Vegetables,Sunny,Winter,2023-03-20,2023-04-01,142,B,10,3.04,5.54,0,5.54,37,105,5
PRO_BAN_113,Bananas,Fruits,Snowy,Winter,2023-01-04,2023-01-10,434,B,5,1.94,4.39,0,4.39,303,131,92
PRO_AVO_590,Avocados,Fruits,Cloudy,Winter,2023-10-20,2023-11-04,483,B,14,2.83,4.73,0,4.73,387,96,32
PRO_APP_668,Apples,Fruits,Cloudy,Winter,2023-05-20,2023-06-08,498,C,16,1.55,2.93,0.18,2.4,498,0,65
PRO_AVO_435,Avocados,Fruits,Sunny,Winter,2024-04-24,2024-05-01,393,A,6,1.32,2.14,0,2.14,393,0,59
PRO_BER_471,Berries,Fruits,Sunny,Winter,2024-10-27,2024-11-13,61,B,14,3.27,5.21,0,5.21,52,9,3
PRO_BAN_412,Bananas,Fruits,Snowy,Winter,2024-03-31,2024-04-04,474,A,3,4.4,6.98,0,6.98,308,166,113
PRO_APP_732,Apples,Fruits,Sunny,Winter,2024-08-08,2024-08-25,462,B,16,1.88,3.85,0,3.85,462,0,43
PRO_GRA_835,Grapes,Fruits,Snowy,Winter,2024-08-09,2024-08-25,238,A,14,3.7,6.78,0,6.78,238,0,26
PRO_APP_795,Apples,Fruits,Snowy,Winter,2023-05-16,2023-05-27,481,B,11,3.02,5.31,0,5.31,481,0,62
PRO_BAN_408,Bananas,Fruits,Snowy,Winter,2023-12-28,2024-01-13,88,C,14,4.72,6.83,0.21,5.4,88,0,5
PRO_BAN_327,Bananas,Fruits,Sunny,Winter,2024-03-11,2024-03-15,495,C,3,3.18,4.86,0.19,3.94,346,149,105
PRO_AVO_249,Avocados,Fruits,Sunny,Winter,2024-03-06,2024-03-20,403,B,13,2.38,4.3,0,4.3,403,0,39
PRO_LET_471,Lettuce,Vegetables,Cloudy,Winter,2023-09-08,2023-09-14,165,B,3,2.04,2.93,0.12,2.58,92,73,32
PRO_LET_717,Lettuce,Vegetables,Sunny,Winter,2023-08-15,2023-08-26,53,B,10,3.36,5.61,0,5.61,25,28,2
PRO_AVO_151,Avocados,Fruits,Sunny,Winter,2024-04-01,2024-04-13,148,A,11,3.22,5.72,0,5.72,130,18,11
PRO_TOM_336,Tomatoes,Fruits,Sunny,Winter,2023-02-17,2023-02-25,61,A,8,5.17,7.8,0,7.8,33,28,5
PRO_BAN_207,Bananas,Fruits,Cloudy,Winter,2024-11-16,2024-12-01,236,B,15,2.59,3.89,0,3.89,191,45,16
PRO_BAN_587,Bananas,Fruits,Snowy,Winter,2024-12-06,2024-12-09,454,B,0,4.24,7.97,0.52,3.83,367,87,217
PRO_TOM_428,Tomatoes,Fruits,Snowy,Winter,2024-04-07,2024-04-18,391,A,10,2.25,4.58,0,4.58,391,0,54
PRO_APP_603,Apples,Fruits,Cloudy,Winter,2023-11-18,2023-12-01,357,A,12,2.08,3.9,0,3.9,249,108,37
PRO_TOM_519,Tomatoes,Fruits,Cloudy,Winter,2024-11-03,2024-11-17,359,B,11,1.76,3.97,0,3.97,251,108,30
PRO_TOM_944,Tomatoes,Fruits,Cloudy,Winter,2024-06-06,2024-06-19,481,B,12,3.74,6.08,0,6.08,481,0,62
PRO_GRA_785,Grapes,Fruits,Cloudy,Winter,2023-08-15,2023-08-17,183,B,0,2.99,4.88,0.64,1.76,128,55,108
PRO_AVO_432,Avocados,Fruits,Cloudy,Winter,2023-05-05,2023-05-11,15,A,4,5.48,7.86,0,7.86,3,12,1
PRO_GRA_372,Grapes,Fruits,Cloudy,Winter,2024-09-23,2024-10-01,190,B,6,4.2,7.05,0,7.05,187,3,24
PRO_GRA_971,Grapes,Fruits,Cloudy,Winter,2023-08-06,2023-08-14,401,A,5,3.54,7.09,0,7.09,401,0,107
PRO_LET_869,Lettuce,Vegetables,Sunny,Winter,2023-04-08,2023-04-15,277,B,7,2.09,3.94,0,3.94,277,0,68
PRO_LET_534,Lettuce,Vegetables,Snowy,Winter,2024-11-10,2024-11-19,332,A,6,1.75,3.48,0,3.48,325,7,55
PRO_LET_114,Lettuce,Vegetables,Sunny,Winter,2024-01-30,2024-02-16,40,B,16,2.66,5.91,0,5.91,28,12,2
PRO_APP_338,Apples,Fruits,Cloudy,Winter,2023-01-04,2023-01-23,94,B,18,1.08,2.52,0,2.52,94,0,11
PRO_LET_521,Lettuce,Vegetables,Snowy,Winter,2024-11-04,2024-11-06,231,B,0,2.96,7.01,0.65,2.45,231,0,92
